ApplicationId,ApplicantName,DateOfBirth,Gender,AadhaarNumber,Mobile,Email,PresentAddress,PermanentAddress,Division,SubDivision,PoliceStation,PassportType,ApplicationPriority,TravelPurpose,TravelCountry,ApplicationStatus,AssignedConstable,FieldVisitCompleted,CriminalRecord,FirLinked,CourtCasePending,LookoutNotice,RejectionReason,OfficerRemarks,VerificationDate
PV-2026-BEL-0167,"Girish Shekhar",1983-06-26,Male,XXXX-XXXX-7216,9841330392,girish.shekhar69@example.com,"#100, Main Road, Belagavi District","#100, Main Road, Belagavi District",Belagavi,Belagavi District,Camp PS,Renewal,NORMAL,"Tourism",France,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0168,"Sunil Joshi",1999-08-01,Male,XXXX-XXXX-7253,9841338311,sunil.joshi70@example.com,"#115, Main Road, Belagavi District","#115, Main Road, Belagavi District",Belagavi,Belagavi District,Khade Bazaar PS,Fresh,URGENT,"Tourism",Australia,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0169,"Raghavendra Pillai",1973-10-04,Male,XXXX-XXXX-7290,9841346230,raghavendra.pillai71@example.com,"#130, Main Road, Belagavi District","#130, Main Road, Belagavi District",Belagavi,Belagavi District,Gokak PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0170,"Sachin Gowda",1989-12-07,Male,XXXX-XXXX-7327,9841354149,sachin.gowda72@example.com,"#145, Main Road, Belagavi District","#145, Main Road, Belagavi District",Belagavi,Belagavi District,Chikkodi PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0171,"Rahul Rao",2005-02-10,Male,XXXX-XXXX-7364,9841362068,rahul.rao73@example.com,"#160, Main Road, Belagavi District","#160, Main Road, Belagavi District",Belagavi,Belagavi District,Market PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0172,"Girish Shekhar",1979-04-13,Male,XXXX-XXXX-7401,9841369987,girish.shekhar74@example.com,"#175, Main Road, Belagavi District","#175, Main Road, Belagavi District",Belagavi,Belagavi District,Camp PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-BEL-0173,"Sunil Joshi",1995-06-16,Male,XXXX-XXXX-7438,9841377906,sunil.joshi75@example.com,"#190, Main Road, Belagavi District","#190, Main Road, Belagavi District",Belagavi,Belagavi District,Khade Bazaar PS,Renewal,NORMAL,"Tourism",France,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-BEL-0174,"Raghavendra Pillai",1969-08-19,Male,XXXX-XXXX-7475,9841385825,raghavendra.pillai76@example.com,"#205, Main Road, Belagavi District","#205, Main Road, Belagavi District",Belagavi,Belagavi District,Gokak PS,Fresh,NORMAL,"Tourism",Australia,PENDING,"PC Shivakumar N. (KSP-CON-6721)",false,false,,false,false,,,
PV-2026-BEL-0175,"Sachin Gowda",1985-10-22,Male,XXXX-XXXX-7512,9841393744,sachin.gowda77@example.com,"#220, Main Road, Belagavi District","#220, Main Road, Belagavi District",Belagavi,Belagavi District,Chikkodi PS,Fresh,NORMAL,"Family Visit",Japan,PENDING,"WHC Savitha D. (KSP-CON-3310)",false,false,,false,false,,,
PV-2026-BEL-0176,"Rahul Rao",2001-12-25,Male,XXXX-XXXX-7549,9841401663,rahul.rao78@example.com,"#235, Main Road, Belagavi District","#235, Main Road, Belagavi District",Belagavi,Belagavi District,Market PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,FIELD_VISIT_DONE,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,,
PV-2026-BEL-0177,"Girish Shekhar",1975-02-28,Male,XXXX-XXXX-7586,9841409582,girish.shekhar79@example.com,"#250, Main Road, Belagavi District","#250, Main Road, Belagavi District",Belagavi,Belagavi District,Camp PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,FIELD_VISIT_DONE,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,,
PV-2026-BEL-0178,"Sunil Joshi",1991-04-03,Male,XXXX-XXXX-7623,9841417501,sunil.joshi80@example.com,"#265, Main Road, Belagavi District","#265, Main Road, Belagavi District",Belagavi,Belagavi District,Khade Bazaar PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-BEL-0179,"Raghavendra Pillai",1965-06-06,Male,XXXX-XXXX-7660,9841425420,raghavendra.pillai81@example.com,"#280, Main Road, Belagavi District","#280, Main Road, Belagavi District",Belagavi,Belagavi District,Gokak PS,Renewal,URGENT,"Tourism",France,FLAGGED,"WHC Renuka B. (KSP-CON-3891)",true,true,FIR-2025-280/BEL,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-280/BEL. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-BEL-0180,"Sachin Gowda",1981-08-09,Male,XXXX-XXXX-7697,9841433339,sachin.gowda82@example.com,"#295, Main Road, Belagavi District","#295, Main Road, Belagavi District",Belagavi,Belagavi District,Chikkodi PS,Fresh,NORMAL,"Tourism",Australia,REJECTED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,"Address proof submitted found forged or non-verifiable","Application rejected by Police Sub-Inspector. Reason: Address proof submitted found forged or non-verifiable",2026-05-10T16:00:00
PV-2026-DHA-0181,"Venkatesh Verma",1979-06-08,Male,XXXX-XXXX-7734,9841441258,venkatesh.verma83@example.com,"#10, Main Road, Dharwad","#10, Main Road, Dharwad",Belagavi,Dharwad,Hubballi Town PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0182,"Suresh Bhat",1995-08-11,Male,XXXX-XXXX-7771,9841449177,suresh.bhat84@example.com,"#25, Main Road, Dharwad","#25, Main Road, Dharwad",Belagavi,Dharwad,Subhash Nagar PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0183,"Vijay Das",1969-10-14,Male,XXXX-XXXX-7808,9841457096,vijay.das85@example.com,"#40, Main Road, Dharwad","#40, Main Road, Dharwad",Belagavi,Dharwad,Vidyagiri PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0184,"Sanjay Nambiar",1985-12-17,Male,XXXX-XXXX-7845,9841465015,sanjay.nambiar86@example.com,"#55, Main Road, Dharwad","#55, Main Road, Dharwad",Belagavi,Dharwad,Dharwad Town PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0185,"Deepak Varma",2001-02-20,Male,XXXX-XXXX-7882,9841472934,deepak.varma87@example.com,"#70, Main Road, Dharwad","#70, Main Road, Dharwad",Belagavi,Dharwad,Hubballi Town PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0186,"Venkatesh Verma",1975-04-23,Male,XXXX-XXXX-7919,9841480853,venkatesh.verma88@example.com,"#85, Main Road, Dharwad","#85, Main Road, Dharwad",Belagavi,Dharwad,Subhash Nagar PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0187,"Suresh Bhat",1991-06-26,Male,XXXX-XXXX-7956,9841488772,suresh.bhat89@example.com,"#100, Main Road, Dharwad","#100, Main Road, Dharwad",Belagavi,Dharwad,Vidyagiri PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0188,"Vijay Das",1965-08-01,Male,XXXX-XXXX-7993,9841496691,vijay.das90@example.com,"#115, Main Road, Dharwad","#115, Main Road, Dharwad",Belagavi,Dharwad,Dharwad Town PS,Fresh,URGENT,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0189,"Sanjay Nambiar",1981-10-04,Male,XXXX-XXXX-8030,9841504610,sanjay.nambiar91@example.com,"#130, Main Road, Dharwad","#130, Main Road, Dharwad",Belagavi,Dharwad,Hubballi Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0190,"Deepak Varma",1997-12-07,Male,XXXX-XXXX-8067,9841512529,deepak.varma92@example.com,"#145, Main Road, Dharwad","#145, Main Road, Dharwad",Belagavi,Dharwad,Subhash Nagar PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0191,"Venkatesh Verma",1971-02-10,Male,XXXX-XXXX-8104,9841520448,venkatesh.verma93@example.com,"#160, Main Road, Dharwad","#160, Main Road, Dharwad",Belagavi,Dharwad,Vidyagiri PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0192,"Suresh Bhat",1987-04-13,Male,XXXX-XXXX-8141,9841528367,suresh.bhat94@example.com,"#175, Main Road, Dharwad","#175, Main Road, Dharwad",Belagavi,Dharwad,Dharwad Town PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DHA-0193,"Vijay Das",2003-06-16,Male,XXXX-XXXX-8178,9841536286,vijay.das95@example.com,"#190, Main Road, Dharwad","#190, Main Road, Dharwad",Belagavi,Dharwad,Hubballi Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-DHA-0194,"Sanjay Nambiar",1977-08-19,Male,XXXX-XXXX-8215,9841544205,sanjay.nambiar96@example.com,"#205, Main Road, Dharwad","#205, Main Road, Dharwad",Belagavi,Dharwad,Subhash Nagar PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Venkatesh G. (KSP-CON-5512)",false,false,,false,false,,,
PV-2026-DHA-0195,"Deepak Varma",1993-10-22,Male,XXXX-XXXX-8252,9841552124,deepak.varma97@example.com,"#220, Main Road, Dharwad","#220, Main Road, Dharwad",Belagavi,Dharwad,Vidyagiri PS,Fresh,NORMAL,"Tourism",France,PENDING,"HC Basavaraj M. (KSP-CON-1890)",false,false,,false,false,,,
PV-2026-DHA-0196,"Venkatesh Verma",1967-12-25,Male,XXXX-XXXX-8289,9841560043,venkatesh.verma98@example.com,"#235, Main Road, Dharwad","#235, Main Road, Dharwad",Belagavi,Dharwad,Dharwad Town PS,Renewal,NORMAL,"Tourism",Australia,FIELD_VISIT_DONE,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,,
PV-2026-DHA-0197,"Suresh Bhat",1983-02-28,Male,XXXX-XXXX-8326,9841567962,suresh.bhat0@example.com,"#250, Main Road, Dharwad","#250, Main Road, Dharwad",Belagavi,Dharwad,Hubballi Town PS,Fresh,NORMAL,"Family Visit",Japan,FIELD_VISIT_DONE,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,,
PV-2026-DHA-0198,"Vijay Das",1999-04-03,Male,XXXX-XXXX-8363,9841575881,vijay.das1@example.com,"#265, Main Road, Dharwad","#265, Main Road, Dharwad",Belagavi,Dharwad,Subhash Nagar PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-DHA-0199,"Sanjay Nambiar",1973-06-06,Male,XXXX-XXXX-8400,9841583800,sanjay.nambiar2@example.com,"#280, Main Road, Dharwad","#280, Main Road, Dharwad",Belagavi,Dharwad,Vidyagiri PS,Renewal,URGENT,"Higher Studies (UK/Europe)",Germany,FLAGGED,"PC Shivakumar N. (KSP-CON-6721)",true,true,FIR-2025-300/DHA,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-300/DHA. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-DHA-0200,"Deepak Varma",1989-08-09,Male,XXXX-XXXX-8437,9841591719,deepak.varma3@example.com,"#295, Main Road, Dharwad","#295, Main Road, Dharwad",Belagavi,Dharwad,Dharwad Town PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,REJECTED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,"Applicant failed to produce original documents during physical verification","Application rejected by Police Sub-Inspector. Reason: Applicant failed to produce original documents during physical verification",2026-05-10T16:00:00
PV-2026-GAD-0201,"Rahul Shetty",1987-06-08,Male,XXXX-XXXX-8474,9841599638,rahul.shetty4@example.com,"#10, Main Road, Gadag","#10, Main Road, Gadag",Belagavi,Gadag,Gadag Town PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0202,"Girish Kumar",2003-08-11,Male,XXXX-XXXX-8511,9841607557,girish.kumar5@example.com,"#25, Main Road, Gadag","#25, Main Road, Gadag",Belagavi,Gadag,Betageri PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0203,"Sunil Iyengar",1977-10-14,Male,XXXX-XXXX-8548,9841615476,sunil.iyengar6@example.com,"#40, Main Road, Gadag","#40, Main Road, Gadag",Belagavi,Gadag,Shirahatti PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0204,"Raghavendra Nayak",1993-12-17,Male,XXXX-XXXX-8585,9841623395,raghavendra.nayak7@example.com,"#55, Main Road, Gadag","#55, Main Road, Gadag",Belagavi,Gadag,Ron PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0205,"Sachin Choudhury",1967-02-20,Male,XXXX-XXXX-8622,9841631314,sachin.choudhury8@example.com,"#70, Main Road, Gadag","#70, Main Road, Gadag",Belagavi,Gadag,Gadag Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0206,"Rahul Shetty",1983-04-23,Male,XXXX-XXXX-8659,9841639233,rahul.shetty9@example.com,"#85, Main Road, Gadag","#85, Main Road, Gadag",Belagavi,Gadag,Betageri PS,Tatkal,TATKAL,"Tourism",Australia,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0207,"Girish Kumar",1999-06-26,Male,XXXX-XXXX-8696,9841647152,girish.kumar10@example.com,"#100, Main Road, Gadag","#100, Main Road, Gadag",Belagavi,Gadag,Shirahatti PS,Renewal,NORMAL,"Family Visit",Japan,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0208,"Sunil Iyengar",1973-08-01,Male,XXXX-XXXX-8733,9841655071,sunil.iyengar11@example.com,"#115, Main Road, Gadag","#115, Main Road, Gadag",Belagavi,Gadag,Ron PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0209,"Raghavendra Nayak",1989-10-04,Male,XXXX-XXXX-8770,9841662990,raghavendra.nayak12@example.com,"#130, Main Road, Gadag","#130, Main Road, Gadag",Belagavi,Gadag,Gadag Town PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0210,"Sachin Choudhury",2005-12-07,Male,XXXX-XXXX-8807,9841670909,sachin.choudhury13@example.com,"#145, Main Road, Gadag","#145, Main Road, Gadag",Belagavi,Gadag,Betageri PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0211,"Rahul Shetty",1979-02-10,Male,XXXX-XXXX-8844,9841678828,rahul.shetty14@example.com,"#160, Main Road, Gadag","#160, Main Road, Gadag",Belagavi,Gadag,Shirahatti PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0212,"Girish Kumar",1995-04-13,Male,XXXX-XXXX-8881,9841686747,girish.kumar15@example.com,"#175, Main Road, Gadag","#175, Main Road, Gadag",Belagavi,Gadag,Ron PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-GAD-0213,"Sunil Iyengar",1969-06-16,Male,XXXX-XXXX-8918,9841694666,sunil.iyengar16@example.com,"#190, Main Road, Gadag","#190, Main Road, Gadag",Belagavi,Gadag,Gadag Town PS,Renewal,NORMAL,"Family Visit",Japan,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-GAD-0214,"Raghavendra Nayak",1985-08-19,Male,XXXX-XXXX-8955,9841702585,raghavendra.nayak17@example.com,"#205, Main Road, Gadag","#205, Main Road, Gadag",Belagavi,Gadag,Betageri PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,PENDING,"WHC Renuka B. (KSP-CON-3891)",false,false,,false,false,,,
PV-2026-GAD-0215,"Sachin Choudhury",2001-10-22,Male,XXXX-XXXX-8992,9841710504,sachin.choudhury18@example.com,"#220, Main Road, Gadag","#220, Main Road, Gadag",Belagavi,Gadag,Shirahatti PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"WPC Geetha R. (KSP-CON-4902)",false,false,,false,false,,,
PV-2026-GAD-0216,"Rahul Shetty",1975-12-25,Male,XXXX-XXXX-9029,9841718423,rahul.shetty19@example.com,"#235, Main Road, Gadag","#235, Main Road, Gadag",Belagavi,Gadag,Ron PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,FIELD_VISIT_DONE,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,,
PV-2026-GAD-0217,"Girish Kumar",1991-02-28,Male,XXXX-XXXX-9066,9841726342,girish.kumar20@example.com,"#250, Main Road, Gadag","#250, Main Road, Gadag",Belagavi,Gadag,Gadag Town PS,Fresh,NORMAL,"Tourism",France,FIELD_VISIT_DONE,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,,
PV-2026-GAD-0218,"Sunil Iyengar",1965-04-03,Male,XXXX-XXXX-9103,9841734261,sunil.iyengar21@example.com,"#265, Main Road, Gadag","#265, Main Road, Gadag",Belagavi,Gadag,Betageri PS,Tatkal,TATKAL,"Tourism",Australia,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-GAD-0219,"Raghavendra Nayak",1981-06-06,Male,XXXX-XXXX-9140,9841742180,raghavendra.nayak22@example.com,"#280, Main Road, Gadag","#280, Main Road, Gadag",Belagavi,Gadag,Shirahatti PS,Renewal,URGENT,"Family Visit",Japan,FLAGGED,"PC Venkatesh G. (KSP-CON-5512)",true,true,FIR-2025-320/GAD,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-320/GAD. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-GAD-0220,"Sachin Choudhury",1997-08-09,Male,XXXX-XXXX-9177,9841750099,sachin.choudhury23@example.com,"#295, Main Road, Gadag","#295, Main Road, Gadag",Belagavi,Gadag,Ron PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,REJECTED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,"Adverse report: Ongoing criminal investigation and FIR pending","Application rejected by Police Sub-Inspector. Reason: Adverse report: Ongoing criminal investigation and FIR pending",2026-05-10T16:00:00
PV-2026-HAV-0221,"Venkatesh Rao",1995-06-08,Male,XXXX-XXXX-9214,9841758018,venkatesh.rao24@example.com,"#10, Main Road, Haveri","#10, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0222,"Suresh Shekhar",1969-08-11,Male,XXXX-XXXX-9251,9841765937,suresh.shekhar25@example.com,"#25, Main Road, Haveri","#25, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0223,"Vijay Joshi",1985-10-14,Male,XXXX-XXXX-9288,9841773856,vijay.joshi26@example.com,"#40, Main Road, Haveri","#40, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0224,"Sanjay Pillai",2001-12-17,Male,XXXX-XXXX-9325,9841781775,sanjay.pillai27@example.com,"#55, Main Road, Haveri","#55, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0225,"Deepak Gowda",1975-02-20,Male,XXXX-XXXX-9362,9841789694,deepak.gowda28@example.com,"#70, Main Road, Haveri","#70, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0226,"Venkatesh Rao",1991-04-23,Male,XXXX-XXXX-9399,9841797613,venkatesh.rao29@example.com,"#85, Main Road, Haveri","#85, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0227,"Suresh Shekhar",1965-06-26,Male,XXXX-XXXX-9436,9841805532,suresh.shekhar30@example.com,"#100, Main Road, Haveri","#100, Main Road, Haveri",Belagavi,Haveri,Haveri Town PS,Renewal,NORMAL,"Tourism",France,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0228,"Vijay Joshi",1981-08-01,Male,XXXX-XXXX-9473,9841813451,vijay.joshi31@example.com,"#115, Main Road, Haveri","#115, Main Road, Haveri",Belagavi,Haveri,Ranebennur PS,Fresh,URGENT,"Tourism",Australia,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAV-0229,"Sanjay Pillai",1997-10-04,Male,XXXX-XXXX-9510,9841821370,sanjay.pillai32@example.com,"#130, Main Road, Haveri","#130, Main Road, Haveri",Belagavi,Haveri,Byadgi PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
